ID,contents,Required_BW,Source,Destinations
13192,14,57,0,5;7
13193,14,79,0,5;7
13194,14,73,0,5;7
13195,3,74,4,10;5
13196,12,79,4,1;0
13197,14,58,0,5;7
13198,3,61,4,10;5
13199,14,51,0,5;7
13200,3,66,4,10;5
13201,3,66,4,10;5
13202,14,64,0,5;7
13203,3,73,4,10;5
13204,9,59,9,10;0
13205,12,78,4,1;0
13206,14,54,0,5;7
13207,1,62,0,1;5
13208,9,66,9,10;0
13209,14,65,0,5;7
13210,3,66,4,10;5
13211,12,79,4,1;0
13212,12,71,4,1;0
13213,12,54,4,1;0
13214,9,66,9,10;0
13215,12,68,4,1;0
13216,14,56,0,5;7
13217,3,61,4,10;5
13218,1,55,0,1;5
13219,14,66,0,5;7
13220,6,77,9,1;4
13221,9,80,9,10;0
13222,12,54,4,1;0
13223,12,63,4,1;0
13224,1,64,0,1;5
13225,6,61,9,1;4
13226,9,71,9,10;0
13227,12,74,4,1;0
13228,14,80,0,5;7
13229,1,77,0,1;5
13230,9,76,9,10;0
13231,6,67,9,1;4
13232,3,53,4,10;5
13233,1,50,0,1;5
13234,9,60,9,10;0
13235,6,66,9,1;4
13236,14,65,0,5;7
13237,9,57,9,10;0
13238,12,76,4,1;0
13239,12,53,4,1;0
13240,9,63,9,10;0
13241,6,80,9,1;4
13242,6,55,9,1;4
13243,3,65,4,10;5
13244,12,56,4,1;0
13245,9,64,9,10;0
13246,3,67,4,10;5
13247,14,59,0,5;7
13248,3,71,4,10;5
13249,1,53,0,1;5
13250,3,52,4,10;5
13251,14,58,0,5;7
13252,6,57,9,1;4
13253,6,69,9,1;4
13254,3,65,4,10;5
13255,1,77,0,1;5
13256,14,72,0,5;7
13257,6,68,9,1;4
13258,3,57,4,10;5
13259,12,62,4,1;0
13260,14,72,0,5;7
13261,6,60,9,1;4
13262,6,55,9,1;4
13263,14,66,0,5;7
13264,14,75,0,5;7
13265,1,79,0,1;5
13266,9,80,9,10;0
13267,6,64,9,1;4
13268,14,60,0,5;7
13269,12,59,4,1;0
13270,9,50,9,10;0
13271,1,75,0,1;5
13272,14,78,0,5;7
13273,9,59,9,10;0
13274,12,58,4,1;0
13275,6,66,9,1;4
13276,1,80,0,1;5
13277,1,60,0,1;5
13278,3,59,4,10;5
13279,14,75,0,5;7
13280,3,59,4,10;5
13281,9,74,9,10;0
13282,12,57,4,1;0
13283,12,77,4,1;0
13284,14,77,0,5;7
13285,14,65,0,5;7
13286,3,52,4,10;5
13287,9,72,9,10;0
13288,3,52,4,10;5
13289,3,50,4,10;5
13290,3,69,4,10;5
13291,12,64,4,1;0
13292,12,70,4,1;0
13293,1,58,0,1;5
13294,3,67,4,10;5
13295,1,56,0,1;5
13296,14,55,0,5;7
13297,3,58,4,10;5
13298,6,74,9,1;4
13299,14,55,0,5;7
13300,3,79,4,10;5
13301,6,50,9,1;4
13302,14,77,0,5;7
13303,14,73,0,5;7
13304,12,58,4,1;0
13305,12,51,4,1;0
13306,1,54,0,1;5
13307,6,76,9,1;4
13308,12,58,4,1;0
13309,12,71,4,1;0
13310,14,76,0,5;7
13311,12,61,4,1;0
13312,1,54,0,1;5
13313,9,61,9,10;0
13314,6,75,9,1;4
13315,6,80,9,1;4
13316,6,74,9,1;4
13317,12,58,4,1;0
13318,14,60,0,5;7
13319,14,50,0,5;7
13320,3,75,4,10;5
13321,9,68,9,10;0
13322,9,57,9,10;0
13323,14,58,0,5;7
13324,14,76,0,5;7
13325,9,74,9,10;0
13326,6,79,9,1;4
13327,1,56,0,1;5
13328,6,57,9,1;4
13329,9,50,9,10;0
13330,14,65,0,5;7
13331,1,59,0,1;5
13332,3,55,4,10;5
13333,6,71,9,1;4
13334,9,66,9,10;0
13335,9,80,9,10;0
13336,12,63,4,1;0
13337,6,68,9,1;4
13338,3,61,4,10;5
13339,1,59,0,1;5
13340,14,78,0,5;7
13341,12,74,4,1;0
13342,9,53,9,10;0
13343,6,52,9,1;4
13344,1,62,0,1;5
13345,14,55,0,5;7
13346,14,65,0,5;7
13347,9,63,9,10;0
13348,3,53,4,10;5
13349,3,69,4,10;5
13350,14,54,0,5;7
13351,12,52,4,1;0
13352,3,51,4,10;5
13353,9,55,9,10;0
13354,12,57,4,1;0
13355,14,58,0,5;7
13356,6,63,9,1;4
13357,6,68,9,1;4
13358,6,70,9,1;4
13359,14,55,0,5;7
13360,3,57,4,10;5
13361,9,66,9,10;0
13362,12,75,4,1;0
13363,14,58,0,5;7
13364,12,58,4,1;0
13365,3,78,4,10;5
13366,14,67,0,5;7
13367,3,56,4,10;5
13368,9,60,9,10;0
13369,12,58,4,1;0
13370,3,61,4,10;5
13371,9,64,9,10;0
13372,3,76,4,10;5
13373,1,79,0,1;5
13374,14,64,0,5;7
13375,9,58,9,10;0
13376,14,79,0,5;7
13377,14,78,0,5;7
13378,6,73,9,1;4
13379,3,78,4,10;5
13380,9,53,9,10;0
13381,14,57,0,5;7
13382,9,80,9,10;0
13383,14,58,0,5;7
13384,12,66,4,1;0
13385,3,68,4,10;5
13386,14,67,0,5;7
13387,14,55,0,5;7
13388,9,56,9,10;0
13389,6,78,9,1;4
13390,1,71,0,1;5
13391,3,74,4,10;5
13392,1,60,0,1;5
13393,3,60,4,10;5
13394,14,53,0,5;7
13395,3,61,4,10;5
13396,3,68,4,10;5
13397,14,75,0,5;7
13398,3,51,4,10;5
13399,1,67,0,1;5
13400,12,64,4,1;0
13401,14,75,0,5;7
13402,1,77,0,1;5
13403,1,51,0,1;5
13404,6,54,9,1;4
13405,12,69,4,1;0
13406,14,59,0,5;7
13407,9,60,9,10;0
13408,1,52,0,1;5
13409,14,61,0,5;7
13410,9,80,9,10;0
13411,14,58,0,5;7
13412,12,54,4,1;0
13413,6,61,9,1;4
13414,6,67,9,1;4
13415,3,67,4,10;5
13416,1,66,0,1;5
13417,12,56,4,1;0
13418,12,70,4,1;0
13419,1,76,0,1;5
13420,14,51,0,5;7
13421,6,80,9,1;4
13422,3,59,4,10;5
13423,9,74,9,10;0
13424,6,53,9,1;4
13425,6,57,9,1;4
13426,3,63,4,10;5
13427,1,53,0,1;5
13428,6,50,9,1;4
13429,1,58,0,1;5
13430,6,80,9,1;4
13431,1,52,0,1;5
13432,9,72,9,10;0
13433,1,58,0,1;5
13434,6,74,9,1;4
13435,9,79,9,10;0
13436,14,78,0,5;7
13437,14,65,0,5;7
13438,6,53,9,1;4
13439,9,78,9,10;0
13440,3,65,4,10;5
13441,1,53,0,1;5
13442,1,79,0,1;5
13443,12,75,4,1;0
13444,12,75,4,1;0
13445,1,50,0,1;5
13446,14,77,0,5;7
13447,6,59,9,1;4
13448,3,74,4,10;5
13449,12,64,4,1;0
13450,12,76,4,1;0
13451,3,71,4,10;5
13452,1,65,0,1;5
13453,14,60,0,5;7
13454,1,77,0,1;5
13455,12,71,4,1;0
13456,9,72,9,10;0
13457,3,66,4,10;5
13458,12,64,4,1;0
13459,6,65,9,1;4
13460,12,62,4,1;0
13461,12,55,4,1;0
13462,3,60,4,10;5
13463,1,56,0,1;5
13464,1,74,0,1;5
13465,1,55,0,1;5
13466,3,59,4,10;5
13467,3,61,4,10;5
13468,1,67,0,1;5
13469,12,72,4,1;0
13470,1,71,0,1;5
13471,12,62,4,1;0
13472,12,64,4,1;0
13473,6,80,9,1;4
13474,14,80,0,5;7
13475,3,59,4,10;5
13476,3,52,4,10;5
13477,12,52,4,1;0
13478,3,62,4,10;5
13479,14,55,0,5;7
13480,9,74,9,10;0
13481,9,58,9,10;0
13482,12,71,4,1;0
13483,3,80,4,10;5
13484,9,80,9,10;0
13485,1,76,0,1;5
13486,12,78,4,1;0
13487,14,62,0,5;7
13488,3,73,4,10;5
13489,9,70,9,10;0
13490,6,63,9,1;4
13491,3,62,4,10;5
13492,12,50,4,1;0
13493,1,68,0,1;5
13494,3,59,4,10;5
13495,12,50,4,1;0
13496,3,63,4,10;5
13497,12,54,4,1;0
13498,14,69,0,5;7
13499,1,56,0,1;5
13500,14,63,0,5;7
13501,3,59,4,10;5
13502,1,80,0,1;5
13503,9,61,9,10;0
13504,9,77,9,10;0
13505,14,68,0,5;7
13506,1,79,0,1;5
13507,1,57,0,1;5
13508,9,53,9,10;0
13509,14,70,0,5;7
13510,14,60,0,5;7
13511,12,57,4,1;0
13512,9,78,9,10;0
13513,12,50,4,1;0
13514,3,51,4,10;5
13515,14,74,0,5;7
13516,14,50,0,5;7
13517,12,59,4,1;0
13518,6,71,9,1;4
13519,6,55,9,1;4
13520,6,51,9,1;4
13521,1,55,0,1;5
13522,6,50,9,1;4
13523,9,52,9,10;0
13524,6,66,9,1;4
13525,3,64,4,10;5
13526,14,70,0,5;7
13527,6,61,9,1;4
13528,6,69,9,1;4
13529,12,61,4,1;0
13530,9,64,9,10;0
13531,14,60,0,5;7
13532,12,59,4,1;0
13533,12,67,4,1;0
13534,1,53,0,1;5
13535,6,53,9,1;4
13536,14,65,0,5;7
13537,3,63,4,10;5
13538,9,56,9,10;0
13539,12,77,4,1;0
13540,14,67,0,5;7
13541,9,51,9,10;0
13542,6,78,9,1;4
13543,6,68,9,1;4
13544,9,57,9,10;0
13545,3,57,4,10;5
13546,14,54,0,5;7
13547,9,51,9,10;0
13548,6,61,9,1;4
13549,6,75,9,1;4
13550,9,51,9,10;0
13551,1,62,0,1;5
13552,9,80,9,10;0
13553,14,79,0,5;7
13554,14,54,0,5;7
13555,9,79,9,10;0
13556,6,52,9,1;4
13557,14,67,0,5;7
13558,14,54,0,5;7
13559,1,58,0,1;5
13560,12,64,4,1;0
13561,6,50,9,1;4
13562,14,78,0,5;7
13563,1,80,0,1;5
13564,9,64,9,10;0
13565,12,63,4,1;0
13566,12,71,4,1;0
13567,12,51,4,1;0
13568,9,74,9,10;0
13569,1,60,0,1;5
13570,1,58,0,1;5
13571,1,78,0,1;5
13572,14,66,0,5;7
13573,12,76,4,1;0
13574,9,51,9,10;0
13575,3,56,4,10;5
13576,12,76,4,1;0
13577,3,57,4,10;5
13578,1,51,0,1;5
13579,6,55,9,1;4
13580,3,67,4,10;5
13581,12,51,4,1;0
13582,1,72,0,1;5
13583,12,74,4,1;0
13584,1,52,0,1;5
13585,6,75,9,1;4
13586,12,71,4,1;0
13587,3,60,4,10;5
13588,3,71,4,10;5
13589,12,60,4,1;0
13590,14,76,0,5;7
13591,6,65,9,1;4
13592,14,60,0,5;7
13593,9,74,9,10;0
13594,14,71,0,5;7
13595,6,69,9,1;4
13596,12,76,4,1;0
13597,9,51,9,10;0
13598,3,80,4,10;5
13599,9,76,9,10;0
13600,3,62,4,10;5
13601,14,60,0,5;7
13602,1,68,0,1;5
13603,14,51,0,5;7
13604,14,53,0,5;7
13605,9,76,9,10;0
13606,1,71,0,1;5
13607,1,75,0,1;5
13608,9,66,9,10;0
13609,12,54,4,1;0
13610,3,66,4,10;5
13611,14,69,0,5;7
13612,6,71,9,1;4
13613,12,55,4,1;0
13614,14,67,0,5;7
13615,3,78,4,10;5
13616,9,74,9,10;0
13617,6,64,9,1;4
13618,9,54,9,10;0
13619,12,76,4,1;0
13620,3,60,4,10;5
13621,3,59,4,10;5
13622,14,66,0,5;7
13623,14,75,0,5;7
13624,6,53,9,1;4
13625,9,65,9,10;0
13626,9,55,9,10;0
13627,1,53,0,1;5
13628,12,71,4,1;0
13629,12,80,4,1;0
13630,3,63,4,10;5
13631,3,70,4,10;5
13632,1,67,0,1;5
13633,9,67,9,10;0
13634,3,66,4,10;5
13635,14,72,0,5;7
13636,3,52,4,10;5
13637,3,51,4,10;5
13638,12,73,4,1;0
13639,1,74,0,1;5
13640,6,54,9,1;4
13641,9,53,9,10;0
13642,9,65,9,10;0
13643,12,58,4,1;0
13644,14,59,0,5;7
13645,1,54,0,1;5
13646,9,78,9,10;0
13647,9,73,9,10;0
13648,6,74,9,1;4
13649,9,51,9,10;0
13650,1,67,0,1;5
13651,12,77,4,1;0
13652,12,54,4,1;0
13653,14,73,0,5;7
13654,9,51,9,10;0
13655,12,57,4,1;0
13656,6,68,9,1;4
13657,3,75,4,10;5
13658,14,50,0,5;7
13659,12,53,4,1;0
13660,6,78,9,1;4
13661,9,64,9,10;0
13662,12,55,4,1;0
13663,14,69,0,5;7
13664,3,68,4,10;5
13665,6,51,9,1;4
13666,12,50,4,1;0
13667,9,53,9,10;0
13668,3,50,4,10;5
13669,3,78,4,10;5
13670,12,54,4,1;0
13671,6,80,9,1;4
13672,9,53,9,10;0
13673,6,65,9,1;4
13674,3,78,4,10;5
13675,14,58,0,5;7
13676,3,71,4,10;5
13677,14,60,0,5;7
13678,6,52,9,1;4
13679,1,60,0,1;5
13680,6,61,9,1;4
13681,6,70,9,1;4
13682,1,59,0,1;5
13683,6,54,9,1;4
13684,14,51,0,5;7
13685,12,79,4,1;0
13686,1,76,0,1;5
13687,12,70,4,1;0
13688,3,79,4,10;5
13689,6,55,9,1;4
13690,1,65,0,1;5
13691,3,78,4,10;5
13692,9,62,9,10;0
13693,12,55,4,1;0
13694,1,53,0,1;5
13695,1,70,0,1;5
13696,3,73,4,10;5
13697,12,54,4,1;0
13698,6,80,9,1;4
13699,1,74,0,1;5
13700,9,77,9,10;0
13701,3,77,4,10;5
13702,12,72,4,1;0
13703,3,59,4,10;5
13704,1,80,0,1;5
13705,6,80,9,1;4
13706,12,53,4,1;0
13707,12,51,4,1;0
13708,14,71,0,5;7
13709,3,60,4,10;5
13710,3,78,4,10;5
13711,12,71,4,1;0
13712,6,80,9,1;4
13713,14,75,0,5;7
13714,9,59,9,10;0
13715,1,70,0,1;5
13716,14,54,0,5;7
13717,1,54,0,1;5
13718,3,58,4,10;5
13719,6,80,9,1;4
13720,14,69,0,5;7
13721,12,75,4,1;0
13722,14,71,0,5;7
13723,3,62,4,10;5
13724,1,77,0,1;5
13725,12,58,4,1;0
13726,12,74,4,1;0
13727,12,57,4,1;0
13728,14,55,0,5;7
13729,9,50,9,10;0
13730,9,68,9,10;0
13731,9,67,9,10;0
13732,9,57,9,10;0
13733,9,68,9,10;0
13734,1,54,0,1;5
13735,1,64,0,1;5
13736,1,63,0,1;5
13737,9,57,9,10;0
13738,12,60,4,1;0
13739,14,79,0,5;7
13740,3,78,4,10;5
13741,6,65,9,1;4
13742,1,65,0,1;5
13743,9,77,9,10;0
13744,14,75,0,5;7
13745,3,72,4,10;5
13746,12,72,4,1;0
13747,6,78,9,1;4
13748,1,67,0,1;5
13749,6,53,9,1;4
13750,14,69,0,5;7
13751,1,65,0,1;5
13752,14,68,0,5;7
13753,1,50,0,1;5
13754,12,67,4,1;0
13755,6,80,9,1;4
13756,9,55,9,10;0
13757,14,65,0,5;7
13758,1,53,0,1;5
13759,3,80,4,10;5
13760,14,65,0,5;7
13761,14,74,0,5;7
13762,1,77,0,1;5
13763,6,64,9,1;4
13764,1,80,0,1;5
13765,3,72,4,10;5
13766,6,72,9,1;4
13767,14,69,0,5;7
13768,12,50,4,1;0
13769,6,59,9,1;4
13770,3,55,4,10;5
13771,6,76,9,1;4
13772,1,80,0,1;5
13773,3,79,4,10;5
13774,14,73,0,5;7
13775,1,78,0,1;5
13776,6,64,9,1;4
13777,3,61,4,10;5
13778,1,76,0,1;5
13779,6,71,9,1;4
13780,3,80,4,10;5
13781,1,68,0,1;5
13782,9,59,9,10;0
13783,9,50,9,10;0
13784,12,78,4,1;0
13785,3,58,4,10;5
13786,3,77,4,10;5
13787,14,68,0,5;7
13788,12,64,4,1;0
13789,9,75,9,10;0
13790,14,60,0,5;7
13791,14,78,0,5;7
13792,9,74,9,10;0
13793,3,57,4,10;5
13794,1,69,0,1;5
13795,14,51,0,5;7
13796,14,60,0,5;7
13797,1,52,0,1;5
13798,12,52,4,1;0
13799,3,67,4,10;5
13800,1,67,0,1;5
13801,12,73,4,1;0
13802,6,56,9,1;4
13803,12,68,4,1;0
13804,9,72,9,10;0
13805,6,70,9,1;4
13806,6,56,9,1;4
13807,12,64,4,1;0
13808,6,72,9,1;4
13809,14,68,0,5;7
13810,14,68,0,5;7
13811,9,58,9,10;0
13812,1,72,0,1;5
13813,14,73,0,5;7
13814,9,64,9,10;0
13815,3,60,4,10;5
13816,14,72,0,5;7
13817,14,65,0,5;7
13818,1,63,0,1;5
13819,9,56,9,10;0
13820,6,77,9,1;4
13821,14,60,0,5;7
13822,12,56,4,1;0
13823,14,56,0,5;7
13824,12,50,4,1;0
13825,3,71,4,10;5
13826,12,66,4,1;0
13827,1,76,0,1;5
13828,12,53,4,1;0
13829,6,74,9,1;4
13830,1,57,0,1;5
13831,12,75,4,1;0
13832,3,67,4,10;5
13833,12,58,4,1;0
13834,1,75,0,1;5
13835,3,67,4,10;5
13836,14,78,0,5;7
13837,1,52,0,1;5
13838,1,58,0,1;5
13839,3,80,4,10;5
13840,6,51,9,1;4
13841,3,50,4,10;5
13842,12,54,4,1;0
13843,1,56,0,1;5
13844,9,73,9,10;0
13845,1,55,0,1;5
13846,6,56,9,1;4
13847,1,64,0,1;5
13848,6,56,9,1;4
13849,1,68,0,1;5
13850,3,65,4,10;5
13851,3,68,4,10;5
13852,14,65,0,5;7
13853,12,58,4,1;0
13854,12,62,4,1;0
13855,1,67,0,1;5
13856,9,59,9,10;0
13857,6,53,9,1;4
13858,1,63,0,1;5
13859,3,55,4,10;5
13860,12,53,4,1;0
13861,1,66,0,1;5
13862,3,64,4,10;5
13863,14,58,0,5;7
13864,3,74,4,10;5
13865,14,63,0,5;7
13866,3,64,4,10;5
13867,3,66,4,10;5
13868,14,73,0,5;7
13869,12,51,4,1;0
13870,12,80,4,1;0
13871,9,64,9,10;0
13872,12,63,4,1;0
13873,3,78,4,10;5
13874,1,71,0,1;5
13875,6,61,9,1;4
13876,6,54,9,1;4
13877,14,80,0,5;7
13878,9,58,9,10;0
13879,12,80,4,1;0
13880,14,64,0,5;7
13881,14,69,0,5;7
13882,9,71,9,10;0
13883,1,67,0,1;5
13884,14,72,0,5;7
13885,12,58,4,1;0
13886,14,62,0,5;7
13887,3,76,4,10;5
13888,9,76,9,10;0
13889,14,66,0,5;7
13890,12,60,4,1;0
13891,14,61,0,5;7
13892,3,70,4,10;5
13893,6,71,9,1;4
13894,9,68,9,10;0
13895,14,62,0,5;7
13896,12,57,4,1;0
13897,14,63,0,5;7
13898,14,76,0,5;7
13899,6,50,9,1;4
13900,12,59,4,1;0
13901,14,59,0,5;7
13902,3,72,4,10;5
13903,14,79,0,5;7
13904,6,60,9,1;4
13905,9,75,9,10;0
13906,14,78,0,5;7
13907,6,53,9,1;4
13908,14,59,0,5;7
13909,3,55,4,10;5
13910,6,78,9,1;4
13911,12,79,4,1;0
13912,12,69,4,1;0
13913,14,67,0,5;7
13914,3,57,4,10;5
13915,9,67,9,10;0
13916,14,56,0,5;7
13917,9,52,9,10;0
13918,1,61,0,1;5
13919,1,61,0,1;5
13920,9,73,9,10;0
13921,3,68,4,10;5
13922,1,77,0,1;5
13923,6,68,9,1;4
13924,3,63,4,10;5
13925,6,55,9,1;4
13926,12,64,4,1;0
13927,12,65,4,1;0
13928,3,55,4,10;5
13929,3,56,4,10;5
13930,12,54,4,1;0
13931,9,79,9,10;0
13932,9,70,9,10;0
13933,6,73,9,1;4
13934,1,64,0,1;5
13935,12,78,4,1;0
13936,12,66,4,1;0
13937,14,72,0,5;7
13938,3,71,4,10;5
13939,1,53,0,1;5
13940,6,60,9,1;4
13941,1,54,0,1;5
13942,1,61,0,1;5
13943,14,55,0,5;7
13944,14,58,0,5;7
13945,12,58,4,1;0
13946,14,62,0,5;7
13947,9,74,9,10;0
13948,3,65,4,10;5
13949,9,79,9,10;0
13950,12,53,4,1;0
13951,3,76,4,10;5
13952,1,79,0,1;5
13953,12,78,4,1;0
13954,3,76,4,10;5
13955,12,68,4,1;0
13956,12,60,4,1;0
13957,6,55,9,1;4
13958,12,73,4,1;0
13959,1,71,0,1;5
13960,12,73,4,1;0
13961,3,60,4,10;5
13962,14,51,0,5;7
13963,1,66,0,1;5
13964,1,54,0,1;5
13965,1,70,0,1;5
13966,1,69,0,1;5
13967,6,57,9,1;4
13968,14,67,0,5;7
13969,12,79,4,1;0
13970,1,67,0,1;5
13971,14,60,0,5;7
13972,1,58,0,1;5
13973,12,50,4,1;0
13974,12,79,4,1;0
13975,3,69,4,10;5
13976,6,70,9,1;4
13977,14,60,0,5;7
13978,9,69,9,10;0
13979,1,66,0,1;5
13980,3,57,4,10;5
13981,14,51,0,5;7
13982,14,51,0,5;7
13983,3,68,4,10;5
13984,14,61,0,5;7
13985,1,51,0,1;5
13986,3,57,4,10;5
13987,9,56,9,10;0
13988,1,50,0,1;5
13989,1,50,0,1;5
13990,9,53,9,10;0
13991,12,51,4,1;0
13992,6,57,9,1;4
13993,1,61,0,1;5
13994,6,75,9,1;4
13995,12,76,4,1;0
13996,9,72,9,10;0
13997,14,51,0,5;7
13998,6,50,9,1;4
13999,3,59,4,10;5
14000,12,60,4,1;0
14001,9,63,9,10;0
14002,6,72,9,1;4
14003,12,64,4,1;0
14004,1,68,0,1;5
14005,6,71,9,1;4
14006,12,70,4,1;0
14007,1,72,0,1;5
14008,3,55,4,10;5
14009,12,80,4,1;0
14010,9,69,9,10;0
14011,9,71,9,10;0
14012,1,61,0,1;5
14013,9,55,9,10;0
14014,6,77,9,1;4
14015,3,70,4,10;5
14016,6,77,9,1;4
14017,6,57,9,1;4
14018,9,59,9,10;0
14019,12,60,4,1;0
14020,3,52,4,10;5
14021,1,77,0,1;5
14022,6,64,9,1;4
14023,3,78,4,10;5
14024,1,60,0,1;5
14025,3,63,4,10;5
14026,1,64,0,1;5
14027,6,63,9,1;4
14028,1,65,0,1;5
14029,14,74,0,5;7
14030,9,61,9,10;0
14031,3,61,4,10;5
14032,14,74,0,5;7
14033,1,52,0,1;5
14034,14,59,0,5;7
14035,6,56,9,1;4
14036,9,73,9,10;0
14037,1,69,0,1;5
14038,12,60,4,1;0
14039,12,68,4,1;0
14040,14,66,0,5;7
14041,1,72,0,1;5
14042,6,70,9,1;4
14043,6,65,9,1;4
14044,6,62,9,1;4
14045,6,78,9,1;4
14046,14,55,0,5;7
14047,3,78,4,10;5
14048,9,79,9,10;0
14049,9,64,9,10;0
14050,9,72,9,10;0
14051,12,69,4,1;0
14052,12,76,4,1;0
14053,3,64,4,10;5
14054,3,62,4,10;5
14055,9,53,9,10;0
14056,12,76,4,1;0
14057,3,60,4,10;5
14058,6,60,9,1;4
14059,12,68,4,1;0
14060,12,64,4,1;0
14061,6,78,9,1;4
14062,1,50,0,1;5
14063,14,70,0,5;7
14064,9,69,9,10;0
14065,1,52,0,1;5
14066,14,80,0,5;7
14067,3,69,4,10;5
14068,12,74,4,1;0
14069,6,79,9,1;4
14070,9,53,9,10;0
14071,6,75,9,1;4
14072,12,70,4,1;0
14073,9,53,9,10;0
14074,14,79,0,5;7
14075,1,61,0,1;5
14076,9,65,9,10;0
14077,9,54,9,10;0
14078,6,77,9,1;4
14079,6,73,9,1;4
14080,14,79,0,5;7
14081,6,51,9,1;4
14082,1,60,0,1;5
14083,1,75,0,1;5
14084,9,55,9,10;0
14085,1,61,0,1;5
14086,3,61,4,10;5
14087,3,52,4,10;5
14088,14,61,0,5;7
14089,6,60,9,1;4
14090,14,70,0,5;7
14091,6,53,9,1;4
14092,14,57,0,5;7
14093,9,66,9,10;0
14094,14,67,0,5;7
14095,3,61,4,10;5
14096,14,52,0,5;7
14097,14,60,0,5;7
14098,14,65,0,5;7
14099,14,62,0,5;7
14100,3,64,4,10;5
14101,12,77,4,1;0
14102,14,67,0,5;7
14103,6,74,9,1;4
14104,6,62,9,1;4
14105,9,68,9,10;0
14106,12,68,4,1;0
14107,9,77,9,10;0
14108,9,65,9,10;0
14109,6,65,9,1;4
14110,6,56,9,1;4
14111,9,59,9,10;0
14112,14,64,0,5;7
14113,14,54,0,5;7
14114,9,62,9,10;0
14115,1,77,0,1;5
14116,14,61,0,5;7
14117,3,68,4,10;5
14118,12,56,4,1;0
14119,14,51,0,5;7
14120,14,57,0,5;7
14121,12,70,4,1;0
14122,12,70,4,1;0
14123,14,75,0,5;7
14124,3,62,4,10;5
14125,12,74,4,1;0
14126,14,78,0,5;7
14127,12,62,4,1;0
14128,14,64,0,5;7
14129,6,68,9,1;4
14130,3,77,4,10;5
14131,14,69,0,5;7
14132,1,73,0,1;5
14133,1,55,0,1;5
14134,6,69,9,1;4
14135,6,50,9,1;4
14136,6,71,9,1;4
14137,12,55,4,1;0
14138,3,59,4,10;5
14139,12,78,4,1;0
14140,9,77,9,10;0
14141,1,54,0,1;5
14142,14,70,0,5;7
14143,6,80,9,1;4
14144,9,57,9,10;0
14145,9,59,9,10;0
14146,6,62,9,1;4
14147,3,68,4,10;5
14148,12,68,4,1;0
14149,3,52,4,10;5
14150,9,77,9,10;0
14151,3,60,4,10;5
14152,14,75,0,5;7
14153,9,68,9,10;0
14154,1,75,0,1;5
14155,1,56,0,1;5
14156,6,52,9,1;4
14157,6,53,9,1;4
14158,1,80,0,1;5
14159,3,60,4,10;5
14160,9,80,9,10;0
14161,12,59,4,1;0
14162,1,69,0,1;5
14163,1,52,0,1;5
14164,9,66,9,10;0
14165,3,79,4,10;5
14166,1,75,0,1;5
14167,1,79,0,1;5
14168,1,74,0,1;5
14169,12,51,4,1;0
14170,14,80,0,5;7
14171,12,51,4,1;0
14172,6,55,9,1;4
14173,12,73,4,1;0
14174,1,62,0,1;5
14175,6,60,9,1;4
14176,1,69,0,1;5
14177,1,56,0,1;5
14178,1,70,0,1;5
14179,12,66,4,1;0
14180,6,74,9,1;4
14181,9,64,9,10;0
14182,3,53,4,10;5
14183,9,62,9,10;0
14184,14,53,0,5;7
14185,14,57,0,5;7
14186,3,58,4,10;5
14187,9,73,9,10;0
14188,6,61,9,1;4
14189,14,50,0,5;7
14190,9,77,9,10;0
14191,1,65,0,1;5
14192,9,50,9,10;0
14193,12,56,4,1;0
14194,14,70,0,5;7
14195,14,60,0,5;7
14196,9,68,9,10;0
14197,6,57,9,1;4
14198,1,71,0,1;5
14199,14,74,0,5;7
14200,6,74,9,1;4
14201,3,63,4,10;5
14202,1,71,0,1;5
14203,3,62,4,10;5
14204,6,66,9,1;4
14205,3,70,4,10;5
14206,6,59,9,1;4
14207,9,55,9,10;0
14208,3,71,4,10;5
14209,14,59,0,5;7
14210,14,65,0,5;7
14211,1,80,0,1;5
14212,14,64,0,5;7
14213,1,75,0,1;5
14214,1,80,0,1;5
14215,9,64,9,10;0
14216,14,58,0,5;7
14217,3,63,4,10;5
14218,1,79,0,1;5
14219,9,79,9,10;0
14220,1,65,0,1;5
14221,12,66,4,1;0
14222,1,50,0,1;5
14223,9,60,9,10;0
14224,3,52,4,10;5
14225,9,78,9,10;0
14226,12,78,4,1;0
14227,9,67,9,10;0
14228,14,66,0,5;7
14229,3,56,4,10;5
14230,6,55,9,1;4
14231,3,61,4,10;5
14232,14,78,0,5;7
14233,9,54,9,10;0
14234,9,71,9,10;0
14235,6,57,9,1;4
14236,6,67,9,1;4
14237,12,66,4,1;0
14238,6,52,9,1;4
14239,3,72,4,10;5
14240,3,57,4,10;5
14241,1,56,0,1;5
14242,6,70,9,1;4
14243,1,69,0,1;5
14244,14,63,0,5;7
14245,1,68,0,1;5
14246,1,78,0,1;5
14247,6,52,9,1;4
14248,1,64,0,1;5
14249,12,71,4,1;0
14250,12,60,4,1;0
14251,3,66,4,10;5
14252,14,68,0,5;7
14253,12,53,4,1;0
14254,3,75,4,10;5
14255,14,68,0,5;7
14256,12,66,4,1;0
14257,14,52,0,5;7
14258,14,68,0,5;7
14259,6,68,9,1;4
14260,1,62,0,1;5
14261,14,56,0,5;7
14262,14,72,0,5;7
14263,14,52,0,5;7
14264,12,71,4,1;0
14265,3,65,4,10;5
14266,14,75,0,5;7
